Habitat_year_ID,Year,Habitat_transect_code,Treatment,Habitat_type,Date,Round,abun,lat,lon,rich,Months,Days,id,coords
2018_CP10,2018,CP10,CIL,Pasture,2018-07-04,2,26,5.91327499572882,50.8251895044461,4,2,(68),1,"50.8251895044461 ,  5.91327499572882"
2018_CP10,2018,CP10,CIL,Pasture,2018-07-22,3,2,5.91327499572882,50.8251895044461,2,2,(86),1,"50.8251895044461 ,  5.91327499572882"
2018_CP2,2018,CP2,COL,Pasture,2018-05-21,1,2,5.81650799314827,50.8610985013398,2,0,(24),1,"50.8610985013398 ,  5.81650799314827"
2018_CP2,2018,CP2,COL,Pasture,2018-06-26,2,18,5.81650799314827,50.8610985013398,6,1,(60),1,"50.8610985013398 ,  5.81650799314827"
2018_CP2,2018,CP2,COL,Pasture,2018-07-23,3,3,5.81650799314827,50.8610985013398,3,2,(87),1,"50.8610985013398 ,  5.81650799314827"
2018_CP3,2018,CP3,COL,Pasture,2018-05-21,1,12,5.82621649289957,50.8590525014646,2,0,(24),1,"50.8590525014646 ,  5.82621649289957"
2018_CP3,2018,CP3,COL,Pasture,2018-06-16,2,20,5.82621649289957,50.8590525014646,5,1,(50),1,"50.8590525014646 ,  5.82621649289957"
2018_CP3,2018,CP3,COL,Pasture,2018-07-06,3,24,5.82621649289957,50.8590525014646,8,2,(70),1,"50.8590525014646 ,  5.82621649289957"
2018_CP4,2018,CP4,COL,Pasture,2018-05-26,1,7,5.91978899678227,50.7836335003847,3,0,(29),1,"50.7836335003847 ,  5.91978899678227"
2018_CP4,2018,CP4,COL,Pasture,2018-06-22,2,5,5.91978899678227,50.7836335003847,3,1,(56),1,"50.7836335003847 ,  5.91978899678227"
2018_CP4,2018,CP4,COL,Pasture,2018-07-11,3,7,5.91978899678227,50.7836335003847,1,2,(75),1,"50.7836335003847 ,  5.91978899678227"
2018_CP5,2018,CP5,COL,Pasture,2018-05-26,1,1,5.93075199777447,50.8128070047119,1,0,(29),1,"50.8128070047119 ,  5.93075199777447"
2018_CP5,2018,CP5,COL,Pasture,2018-06-22,2,3,5.93075199777447,50.8128070047119,3,1,(56),1,"50.8128070047119 ,  5.93075199777447"
2018_CP5,2018,CP5,COL,Pasture,2018-07-11,3,7,5.93075199777447,50.8128070047119,3,2,(75),1,"50.8128070047119 ,  5.93075199777447"
2018_CP6,2018,CP6,COL,Pasture,2018-05-26,1,0,5.90720250767462,50.8161960025175,0,0,(29),1,"50.8161960025175 ,  5.90720250767462"
2018_CP6,2018,CP6,COL,Pasture,2018-06-23,2,0,5.90720250767462,50.8161960025175,0,1,(57),1,"50.8161960025175 ,  5.90720250767462"
2018_CP6,2018,CP6,COL,Pasture,2018-07-12,3,0,5.90720250767462,50.8161960025175,0,2,(76),1,"50.8161960025175 ,  5.90720250767462"
2018_CP7,2018,CP7,COL,Pasture,2018-05-21,1,0,5.80839399792406,50.8754055021778,0,0,(24),1,"50.8754055021778 ,  5.80839399792406"
2018_CP7,2018,CP7,COL,Pasture,2018-06-16,2,1,5.80839399792406,50.8754055021778,1,1,(50),1,"50.8754055021778 ,  5.80839399792406"
2018_CP7,2018,CP7,COL,Pasture,2018-07-06,3,0,5.80839399792406,50.8754055021778,0,2,(70),1,"50.8754055021778 ,  5.80839399792406"
2018_CP8,2018,CP8,COL,Pasture,2018-05-11,1,2,5.81561399579533,50.8629540003922,2,0,(14),1,"50.8629540003922 ,  5.81561399579533"
2018_CP8,2018,CP8,COL,Pasture,2018-06-16,2,6,5.81561399579533,50.8629540003922,2,1,(50),1,"50.8629540003922 ,  5.81561399579533"
2018_CP8,2018,CP8,COL,Pasture,2018-07-06,3,2,5.81561399579533,50.8629540003922,2,2,(70),1,"50.8629540003922 ,  5.81561399579533"
2018_CP9,2018,CP9,COL,Pasture,2018-05-15,1,6,5.83401149365073,50.8781258510959,6,0,(18),1,"50.8781258510959 ,  5.83401149365073"
2018_CP9,2018,CP9,COL,Pasture,2018-07-06,2,34,5.83401149365073,50.8781258510959,10,2,(70),1,"50.8781258510959 ,  5.83401149365073"
2018_CP9,2018,CP9,COL,Pasture,2018-07-23,3,17,5.83401149365073,50.8781258510959,5,2,(87),1,"50.8781258510959 ,  5.83401149365073"
2018_CR1,2018,CR1,COL,Road verge,2018-05-11,1,26,5.78384149464531,50.8796630006852,14,0,(14),1,"50.8796630006852 ,  5.78384149464531"
2018_CR1,2018,CR1,COL,Road verge,2018-06-16,2,21,5.78384149464531,50.8796630006852,10,1,(50),1,"50.8796630006852 ,  5.78384149464531"
2018_CR1,2018,CR1,COL,Road verge,2018-07-05,3,1,5.78384149464531,50.8796630006852,1,2,(69),1,"50.8796630006852 ,  5.78384149464531"
2018_CR10,2018,CR10,COL,Road verge,2018-05-27,1,0,5.92251000739655,50.8194665031314,0,1,(30),1,"50.8194665031314 ,  5.92251000739655"
2018_CR10,2018,CR10,COL,Road verge,2018-06-20,2,4,5.92251000739655,50.8194665031314,3,1,(54),1,"50.8194665031314 ,  5.92251000739655"
2018_CR10,2018,CR10,COL,Road verge,2018-07-12,3,0,5.92251000739655,50.8194665031314,0,2,(76),1,"50.8194665031314 ,  5.92251000739655"
2018_CR2,2018,CR2,COL,Road verge,2018-05-11,1,0,5.80665150088264,50.8733255048773,0,0,(14),1,"50.8733255048773 ,  5.80665150088264"
2018_CR2,2018,CR2,COL,Road verge,2018-06-16,2,0,5.80665150088264,50.8733255048773,0,1,(50),1,"50.8733255048773 ,  5.80665150088264"
2018_CR2,2018,CR2,COL,Road verge,2018-07-06,3,0,5.80665150088264,50.8733255048773,0,2,(70),1,"50.8733255048773 ,  5.80665150088264"
2018_CR3,2018,CR3,COL,Road verge,2018-05-12,1,5,5.85907899285419,50.8810825033231,3,0,(15),1,"50.8810825033231 ,  5.85907899285419"
2018_CR3,2018,CR3,COL,Road verge,2018-06-15,2,10,5.85907899285419,50.8810825033231,4,1,(49),1,"50.8810825033231 ,  5.85907899285419"
2018_CR3,2018,CR3,COL,Road verge,2018-07-05,3,0,5.85907899285419,50.8810825033231,0,2,(69),1,"50.8810825033231 ,  5.85907899285419"
2018_CR4,2018,CR4,COL,Road verge,2018-05-12,1,4,5.86510200711633,50.8737615033686,4,0,(15),1,"50.8737615033686 ,  5.86510200711633"
2018_CR4,2018,CR4,COL,Road verge,2018-06-15,2,6,5.86510200711633,50.8737615033686,3,1,(49),1,"50.8737615033686 ,  5.86510200711633"
2018_CR4,2018,CR4,COL,Road verge,2018-07-05,3,7,5.86510200711633,50.8737615033686,3,2,(69),1,"50.8737615033686 ,  5.86510200711633"
2018_CR5,2018,CR5,COL,Road verge,2018-05-12,1,13,5.8600675014955,50.8732840000467,7,0,(15),1,"50.8732840000467 ,  5.8600675014955"
2018_CR5,2018,CR5,COL,Road verge,2018-06-15,2,7,5.8600675014955,50.8732840000467,3,1,(49),1,"50.8732840000467 ,  5.8600675014955"
2018_CR5,2018,CR5,COL,Road verge,2018-07-05,3,0,5.8600675014955,50.8732840000467,0,2,(69),1,"50.8732840000467 ,  5.8600675014955"
2018_CR6,2018,CR6,COL,Road verge,2018-05-15,1,16,5.83204149570228,50.8772640043706,10,0,(18),1,"50.8772640043706 ,  5.83204149570228"
2018_CR6,2018,CR6,COL,Road verge,2018-06-15,2,2,5.83204149570228,50.8772640043706,1,1,(49),1,"50.8772640043706 ,  5.83204149570228"
2018_CR6,2018,CR6,COL,Road verge,2018-07-05,3,4,5.83204149570228,50.8772640043706,3,2,(69),1,"50.8772640043706 ,  5.83204149570228"
2018_CR7,2018,CR7,COL,Road verge,2018-05-27,1,1,5.8475609970717,50.8686285046742,1,1,(30),1,"50.8686285046742 ,  5.8475609970717"
2018_CR7,2018,CR7,COL,Road verge,2018-06-15,2,2,5.8475609970717,50.8686285046742,1,1,(49),1,"50.8686285046742 ,  5.8475609970717"
2018_CR7,2018,CR7,COL,Road verge,2018-07-05,3,0,5.8475609970717,50.8686285046742,0,2,(69),1,"50.8686285046742 ,  5.8475609970717"
2018_CR8,2018,CR8,COL,Road verge,2018-05-27,1,5,5.95763200723268,50.8232565032794,1,1,(30),1,"50.8232565032794 ,  5.95763200723268"
2018_CR8,2018,CR8,COL,Road verge,2018-06-20,2,2,5.95763200723268,50.8232565032794,1,1,(54),1,"50.8232565032794 ,  5.95763200723268"
2018_CR8,2018,CR8,COL,Road verge,2018-07-12,3,1,5.95763200723268,50.8232565032794,1,2,(76),1,"50.8232565032794 ,  5.95763200723268"
2018_CR9,2018,CR9,COL,Road verge,2018-05-27,1,3,5.9414755076457,50.8191470021878,3,1,(30),1,"50.8191470021878 ,  5.9414755076457"
2018_CR9,2018,CR9,COL,Road verge,2018-06-20,2,12,5.9414755076457,50.8191470021878,4,1,(54),1,"50.8191470021878 ,  5.9414755076457"
2018_CR9,2018,CR9,COL,Road verge,2018-07-12,3,3,5.9414755076457,50.8191470021878,3,2,(76),1,"50.8191470021878 ,  5.9414755076457"
2018_CW1,2018,CW1,COL,Water retention site,2018-05-11,1,6,5.78518300001588,50.8783020000234,6,0,(14),1,"50.8783020000234 ,  5.78518300001588"
2018_CW1,2018,CW1,COL,Water retention site,2018-06-16,2,7,5.78518300001588,50.8783020000234,5,1,(50),1,"50.8783020000234 ,  5.78518300001588"
2018_CW1,2018,CW1,COL,Water retention site,2018-07-05,3,4,5.78518300001588,50.8783020000234,1,2,(69),1,"50.8783020000234 ,  5.78518300001588"
2018_CW10,2018,CW10,COL,Water retention site,2018-05-26,1,6,5.90821450064847,50.8105340018533,3,0,(29),1,"50.8105340018533 ,  5.90821450064847"
2018_CW10,2018,CW10,COL,Water retention site,2018-06-14,2,6,5.90821450064847,50.8105340018533,3,1,(48),1,"50.8105340018533 ,  5.90821450064847"
2018_CW10,2018,CW10,COL,Water retention site,2018-07-11,3,0,5.90821450064847,50.8105340018533,0,2,(75),1,"50.8105340018533 ,  5.90821450064847"
2018_CW11,2018,CW11,COL,Water retention site,2018-05-12,1,10,5.88403550142736,50.8725930009377,9,0,(15),1,"50.8725930009377 ,  5.88403550142736"
2018_CW11,2018,CW11,COL,Water retention site,2018-06-23,2,21,5.88403550142736,50.8725930009377,10,1,(57),1,"50.8725930009377 ,  5.88403550142736"
2018_CW11,2018,CW11,COL,Water retention site,2018-07-20,3,18,5.88403550142736,50.8725930009377,7,2,(84),1,"50.8725930009377 ,  5.88403550142736"
2018_CW2,2018,CW2,COL,Water retention site,2018-05-11,1,1,5.80232449744552,50.8761820006682,1,0,(14),1,"50.8761820006682 ,  5.80232449744552"
2018_CW2,2018,CW2,COL,Water retention site,2018-06-16,2,2,5.80232449744552,50.8761820006682,1,1,(50),1,"50.8761820006682 ,  5.80232449744552"
2018_CW2,2018,CW2,COL,Water retention site,2018-07-06,3,1,5.80232449744552,50.8761820006682,1,2,(70),1,"50.8761820006682 ,  5.80232449744552"
2018_CW4,2018,CW4,COL,Water retention site,2018-05-12,1,11,5.8470219982472,50.8724640023141,9,0,(15),1,"50.8724640023141 ,  5.8470219982472"
2018_CW4,2018,CW4,COL,Water retention site,2018-07-06,2,0,5.8470219982472,50.8724640023141,0,2,(70),1,"50.8724640023141 ,  5.8470219982472"
2018_CW4,2018,CW4,COL,Water retention site,2018-07-23,3,1,5.8470219982472,50.8724640023141,1,2,(87),1,"50.8724640023141 ,  5.8470219982472"
2018_CW5,2018,CW5,COL,Water retention site,2018-05-26,1,23,5.93563349785775,50.8217085041505,5,0,(29),1,"50.8217085041505 ,  5.93563349785775"
2018_CW5,2018,CW5,COL,Water retention site,2018-06-23,2,3,5.93563349785775,50.8217085041505,2,1,(57),1,"50.8217085041505 ,  5.93563349785775"
2018_CW5,2018,CW5,COL,Water retention site,2018-07-12,3,21,5.93563349785775,50.8217085041505,3,2,(76),1,"50.8217085041505 ,  5.93563349785775"
2018_CW7,2018,CW7,COL,Water retention site,2018-06-03,1,6,5.86724750000455,50.8200520000007,3,1,(37),1,"50.8200520000007 ,  5.86724750000455"
2018_CW7,2018,CW7,COL,Water retention site,2018-06-24,2,43,5.86724750000455,50.8200520000007,15,1,(58),1,"50.8200520000007 ,  5.86724750000455"
2018_CW7,2018,CW7,COL,Water retention site,2018-07-22,3,12,5.86724750000455,50.8200520000007,6,2,(86),1,"50.8200520000007 ,  5.86724750000455"
2018_CW8,2018,CW8,COL,Water retention site,2018-05-26,1,3,5.92809050182886,50.8109690001228,2,0,(29),1,"50.8109690001228 ,  5.92809050182886"
2018_CW8,2018,CW8,COL,Water retention site,2018-06-23,2,8,5.92809050182886,50.8109690001228,2,1,(57),1,"50.8109690001228 ,  5.92809050182886"
2018_CW8,2018,CW8,COL,Water retention site,2018-07-11,3,0,5.92809050182886,50.8109690001228,0,2,(75),1,"50.8109690001228 ,  5.92809050182886"
2018_CW9,2018,CW9,COL,Water retention site,2018-05-26,1,18,5.92693050340392,50.8071865015566,4,0,(29),1,"50.8071865015566 ,  5.92693050340392"
2018_CW9,2018,CW9,COL,Water retention site,2018-06-22,2,17,5.92693050340392,50.8071865015566,4,1,(56),1,"50.8071865015566 ,  5.92693050340392"
2018_CW9,2018,CW9,COL,Water retention site,2018-07-12,3,0,5.92693050340392,50.8071865015566,0,2,(76),1,"50.8071865015566 ,  5.92693050340392"
2018_F1,2018,F1,MA,Field margin,2018-05-24,1,1,5.84145600540437,50.8386560041795,1,0,(27),1,"50.8386560041795 ,  5.84145600540437"
2018_F1,2018,F1,MA,Field margin,2018-06-26,2,0,5.84145600540437,50.8386560041795,0,1,(60),1,"50.8386560041795 ,  5.84145600540437"
2018_F1,2018,F1,MA,Field margin,2018-07-11,3,0,5.84145600540437,50.8386560041795,0,2,(75),1,"50.8386560041795 ,  5.84145600540437"
2018_F10,2018,F10,CIL,Field margin,2018-07-03,2,0,5.90769099293896,50.8374920034075,0,2,(67),1,"50.8374920034075 ,  5.90769099293896"
2018_F10,2018,F10,CIL,Field margin,2018-07-12,3,0,5.90769099293896,50.8374920034075,0,2,(76),1,"50.8374920034075 ,  5.90769099293896"
2018_F11,2018,F11,CIL,Field margin,2018-05-16,1,1,5.91410899283817,50.8432150033391,1,0,(19),1,"50.8432150033391 ,  5.91410899283817"
2018_F11,2018,F11,CIL,Field margin,2018-06-27,2,9,5.91410899283817,50.8432150033391,3,2,(61),1,"50.8432150033391 ,  5.91410899283817"
2018_F11,2018,F11,CIL,Field margin,2018-07-10,3,0,5.91410899283817,50.8432150033391,0,2,(74),1,"50.8432150033391 ,  5.91410899283817"
2018_F12,2018,F12,CIL,Field margin,2018-05-15,1,2,5.90441899436302,50.8537590041117,2,0,(18),1,"50.8537590041117 ,  5.90441899436302"
2018_F12,2018,F12,CIL,Field margin,2018-06-28,2,24,5.90441899436302,50.8537590041117,5,2,(62),1,"50.8537590041117 ,  5.90441899436302"
2018_F12,2018,F12,CIL,Field margin,2018-07-10,3,9,5.90441899436302,50.8537590041117,4,2,(74),1,"50.8537590041117 ,  5.90441899436302"
2018_F13,2018,F13,MA,Field margin,2018-05-15,1,6,5.89911550649568,50.8572680027583,3,0,(18),1,"50.8572680027583 ,  5.89911550649568"
2018_F13,2018,F13,MA,Field margin,2018-06-28,2,2,5.89911550649568,50.8572680027583,2,2,(62),1,"50.8572680027583 ,  5.89911550649568"
2018_F13,2018,F13,MA,Field margin,2018-07-09,3,5,5.89911550649568,50.8572680027583,3,2,(73),1,"50.8572680027583 ,  5.89911550649568"
2018_F14,2018,F14,CIL,Field margin,2018-05-16,1,4,5.89116650681592,50.8496625012995,4,0,(19),1,"50.8496625012995 ,  5.89116650681592"
2018_F14,2018,F14,CIL,Field margin,2018-06-28,2,0,5.89116650681592,50.8496625012995,0,2,(62),1,"50.8496625012995 ,  5.89116650681592"
2018_F14,2018,F14,CIL,Field margin,2018-07-10,3,0,5.89116650681592,50.8496625012995,0,2,(74),1,"50.8496625012995 ,  5.89116650681592"
2018_F15,2018,F15,CIL,Field margin,2018-05-15,1,5,5.89697499815952,50.850297003087,4,0,(18),1,"50.850297003087 ,  5.89697499815952"
2018_F15,2018,F15,CIL,Field margin,2018-06-27,2,2,5.89697499815952,50.850297003087,1,2,(61),1,"50.850297003087 ,  5.89697499815952"
2018_F15,2018,F15,CIL,Field margin,2018-07-10,3,0,5.89697499815952,50.850297003087,0,2,(74),1,"50.850297003087 ,  5.89697499815952"
2018_F16,2018,F16,CIL,Field margin,2018-05-24,1,0,5.86263400398381,50.8459805044804,0,0,(27),1,"50.8459805044804 ,  5.86263400398381"
2018_F16,2018,F16,CIL,Field margin,2018-06-27,2,0,5.86263400398381,50.8459805044804,0,2,(61),1,"50.8459805044804 ,  5.86263400398381"
2018_F16,2018,F16,CIL,Field margin,2018-07-07,3,0,5.86263400398381,50.8459805044804,0,2,(71),1,"50.8459805044804 ,  5.86263400398381"
2018_F17,2018,F17,CIL,Field margin,2018-05-15,1,3,5.89074550644688,50.8558095017747,3,0,(18),1,"50.8558095017747 ,  5.89074550644688"
2018_F17,2018,F17,CIL,Field margin,2018-06-28,2,7,5.89074550644688,50.8558095017747,2,2,(62),1,"50.8558095017747 ,  5.89074550644688"
2018_F17,2018,F17,CIL,Field margin,2018-07-10,3,1,5.89074550644688,50.8558095017747,1,2,(74),1,"50.8558095017747 ,  5.89074550644688"
2018_F18,2018,F18,CIL,Field margin,2018-06-28,2,0,5.88012799254755,50.8630995031524,0,2,(62),1,"50.8630995031524 ,  5.88012799254755"
2018_F18,2018,F18,CIL,Field margin,2018-07-09,3,5,5.88012799254755,50.8630995031524,4,2,(73),1,"50.8630995031524 ,  5.88012799254755"
2018_F19,2018,F19,CIL,Field margin,2018-05-15,1,0,5.85531549686619,50.8672800046519,0,0,(18),1,"50.8672800046519 ,  5.85531549686619"
2018_F19,2018,F19,CIL,Field margin,2018-06-28,2,0,5.85531549686619,50.8672800046519,0,2,(62),1,"50.8672800046519 ,  5.85531549686619"
2018_F19,2018,F19,CIL,Field margin,2018-07-04,3,2,5.85531549686619,50.8672800046519,1,2,(68),1,"50.8672800046519 ,  5.85531549686619"
2018_F2,2018,F2,CIL,Field margin,2018-05-24,1,8,5.84380549492444,50.8428140006482,4,0,(27),1,"50.8428140006482 ,  5.84380549492444"
2018_F2,2018,F2,CIL,Field margin,2018-06-26,2,11,5.84380549492444,50.8428140006482,2,1,(60),1,"50.8428140006482 ,  5.84380549492444"
2018_F2,2018,F2,CIL,Field margin,2018-07-07,3,2,5.84380549492444,50.8428140006482,1,2,(71),1,"50.8428140006482 ,  5.84380549492444"
